Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
cmp_y5qzfb,prod_nyd8hm,0.594482859214464,0.388053718179996,0.3486973947895792,0.24097443377042563,0.7844444444444445,cust_86ct16,standard,0.029411764705882353,flash_tngro6,0.13559322033898305,0.7777777777777778,bndl_6kviqe,0.6516579251489021,0.6666666666666666,affordable
cmp_t5nvjr,prod_jg6xum,0.3608206518126863,0.6442172780116255,0.1372745490981964,0.09555857987771192,0.15333333333333332,cust_v1h6f5,standard,0.47058823529411764,flash_x6y9ko,0.6610169491525424,0.05555555555555555,bndl_dqud3p,0.939061249888879,0.3333333333333333,innovative
cmp_hb48do,prod_8rk1i8,0.702892309954971,0.08438564842653838,0.7094188376753507,0.5063862794766609,0.35777777777777775,cust_9vg4py,standard,0.14705882352941177,flash_d1bvzr,0.9322033898305084,0.5505050505050505,bndl_lw1gha,0.05640501377900258,0.6666666666666666,innovative
cmp_jgu6cl,prod_eg6qa9,0.5011922417316325,0.44698336339947886,0.250501002004008,0.2804640607191765,0.3244444444444444,cust_z7uv7j,premium,0.3235294117647059,flash_8h13g4,0.6440677966101694,0.37373737373737376,bndl_qrmg3z,0.052226864610187586,0.3333333333333333,affordable
cmp_n2rdbi,prod_ocz0ni,0.3244432888699795,0.4395670475045099,0.061122244488977955,0.8822705325867681,0.8111111111111112,cust_ahwfj9,basic,0.14705882352941177,flash_zctdjp,0.7288135593220338,0.5656565656565656,bndl_jxr0cu,0.535536492132634,0.6666666666666666,stylish
cmp_3dzdcy,prod_r5ve1h,0.7714392902186884,0.6189617157747044,0.11422845691382766,0.5874846801516687,0.4511111111111111,cust_4x7cb2,standard,0.5882352941176471,flash_2rhzro,0.8983050847457628,0.9747474747474747,bndl_xo23nl,0.18706107209529738,0.6666666666666666,innovative
cmp_zinyyp,prod_yk2kud,0.21083718743680452,0.5429945880938064,0.028056112224448898,0.04375408280965791,0.5355555555555556,cust_d7whct,premium,0.5294117647058824,flash_6bwlxk,0.4406779661016949,0.10101010101010101,bndl_6mi23j,0.9905769401724598,1.0,affordable
cmp_j3p16j,prod_y9q4tt,0.5518284238590572,0.5085187412307075,0.4408817635270541,0.10238875994609554,0.5888888888888889,cust_75unoz,basic,0.9411764705882353,flash_wyc527,0.3898305084745763,0.6212121212121212,bndl_28svfl,0.0024002133522979937,0.3333333333333333,affordable
cmp_73zeyi,prod_n6tj3l,0.5258385036199583,0.21467227901383043,0.8396793587174348,0.48620089883177725,0.5933333333333333,cust_op1nv7,standard,0.029411764705882353,flash_g7l5wt,0.6271186440677966,0.5656565656565656,bndl_o4acgo,0.6618143835007556,0.3333333333333333,affordable
cmp_6liaxu,prod_fmqvt0,0.23822026178610195,0.27099619162156746,0.32665330661322645,0.21230701132625818,0.08444444444444445,cust_v2ez3i,basic,0.6470588235294118,flash_p58ntf,0.5932203389830508,0.24242424242424243,bndl_ywckwk,0.780736065428038,0.3333333333333333,durable
cmp_i7t3c0,prod_9o79yh,0.6136783248372348,0.21387051513329325,0.3096192384769539,0.23278118746362908,0.9844444444444443,cust_3fs404,basic,0.20588235294117646,flash_iptb5r,1.0,0.08585858585858586,bndl_ama3f9,0.4403058049604409,0.0,innovative
cmp_pqe4br,prod_pal55d,0.6828218805196611,0.7877330126277812,0.9519038076152304,0.2248819893130516,0.37333333333333335,cust_wwplkl,premium,0.029411764705882353,flash_g2s4kf,0.4745762711864407,0.51010101010101,bndl_z12655,0.8951906836163214,0.3333333333333333,innovative
cmp_76cvfb,prod_xx48pj,0.2223084862600782,0.6077370214471838,0.22845691382765532,0.6666768689558382,0.7266666666666667,cust_dk9g8t,standard,0.8529411764705882,flash_kovj0a,0.9661016949152542,0.7222222222222222,bndl_kxmapu,0.22079740421370792,0.3333333333333333,innovative
cmp_dbzkaj,prod_erzp34,0.16444895360913991,0.994588093806374,0.1372745490981964,0.5792933530873895,0.88,cust_fyb8sb,standard,0.9411764705882353,flash_06f2qb,0.1864406779661017,0.12626262626262627,bndl_wggdv0,0.9964441283669659,1.0,innovative
cmp_0jpjsu,prod_rfvq9k,0.8397454584610375,0.6965323712166767,0.3046092184368738,0.7914226829616418,0.026666666666666665,cust_gavkmf,basic,0.7058823529411765,flash_1nzjox,0.3050847457627119,0.1717171717171717,bndl_hk93um,0.2069961774379945,0.0,affordable
cmp_r15n65,prod_123wfy,0.34522322486489176,0.10002004409701343,0.5741482965931863,0.6933491882967823,0.048888888888888885,cust_lkuu0u,standard,0.9411764705882353,flash_g2we45,0.9661016949152542,0.7373737373737373,bndl_0ygxfy,0.6158325184460841,0.6666666666666666,innovative
cmp_92xh6t,prod_f36u1n,0.5956596461477451,0.3247143716175586,0.6452905811623246,0.887777445445784,0.23111111111111113,cust_l7kzlj,premium,0.3235294117647059,flash_cwzj3z,0.7966101694915254,0.7525252525252525,bndl_0wefgk,0.9387056627255755,0.3333333333333333,innovative
cmp_a9a3fp,prod_6aisv3,0.32201819868163506,0.8524754459811585,0.04609218436873747,0.25630362578245747,0.7066666666666667,cust_xxdbdt,basic,0.35294117647058826,flash_mzxoe6,0.11864406779661017,0.7929292929292929,bndl_hw30dt,0.4909769757311761,0.3333333333333333,durable
cmp_x1opbr,prod_77usno,0.8425329788224818,0.07997594708358388,0.31462925851703405,0.07764043072246653,0.828888888888889,cust_mz3lmg,standard,0.4117647058823529,flash_8znl0l,0.6949152542372882,0.15151515151515152,bndl_dn70ps,0.4708863010045337,0.0,stylish
cmp_tzfzj1,prod_4bik1e,0.32968579889893146,0.3664060934054921,0.22144288577154309,0.7219904484350547,0.9222222222222223,cust_ck9j9u,basic,1.0,flash_k77atm,0.0847457627118644,0.10101010101010101,bndl_hz4gmv,0.8665659169703973,0.3333333333333333,stylish
cmp_0rqfjn,prod_7wu07c,0.1870644751964628,0.8769292443375426,0.782565130260521,0.6611661176117876,0.9066666666666667,cust_8hmlxx,premium,0.0,flash_9rhurb,0.576271186440678,0.4292929292929293,bndl_g58apa,0.8689883545204017,0.0,innovative
cmp_bieyiv,prod_v8e70b,0.9457853754778615,0.8913609941872118,0.5961923847695391,0.9235459641915812,0.03333333333333334,cust_1ne3de,basic,0.23529411764705882,flash_n5fnp8,0.3220338983050847,0.6313131313131313,bndl_84tuqj,0.7811361009867543,0.3333333333333333,durable
cmp_9jz43h,prod_ya9glk,0.9683776643617805,0.5662457406293846,0.36172344689378755,0.8480025584512884,0.47777777777777775,cust_dougf6,premium,0.2647058823529412,flash_tjq556,0.5932203389830508,0.9242424242424242,bndl_qfdh71,0.6490354698195395,0.6666666666666666,innovative
cmp_9az9ka,prod_g317mr,0.4994794864320003,0.10503106835037082,0.9829659318637275,0.27022863936109826,0.5555555555555556,cust_qauxh1,basic,0.7647058823529411,flash_02mrx8,0.13559322033898305,0.6212121212121212,bndl_wlpzkc,0.13163392301537913,0.3333333333333333,innovative
cmp_vrgjwp,prod_en7bkr,0.7885187616201398,0.9961916215674483,0.8517034068136272,0.2742796552515172,0.8755555555555556,cust_dwnjkt,basic,0.6470588235294118,flash_eyzsad,0.6271186440677966,0.3787878787878788,bndl_q68lyr,0.9892657125077784,1.0,innovative
cmp_j4wwni,prod_74wgxd,0.013961238557641044,0.4195229504910804,0.8156312625250501,0.1409136139851768,0.16,cust_y22ywi,premium,0.5882352941176471,flash_whlrnl,0.6949152542372882,0.6060606060606061,bndl_jl6i10,0.4326162325540048,0.3333333333333333,durable
cmp_erhbwi,prod_f9qc8h,0.9530549893846748,0.15293646021246743,0.5450901803607214,0.8859641653178937,0.4577777777777778,cust_tv9zqv,premium,0.29411764705882354,flash_ojx3xl,0.4067796610169492,0.1919191919191919,bndl_vj9y89,0.19588407858476312,1.0,stylish
cmp_bxim20,prod_facslz,0.35405629869902927,0.6738825415915013,0.7785571142284569,0.9374170369542065,0.5444444444444445,cust_pkn0g7,standard,0.9705882352941176,flash_gn9jv3,0.01694915254237288,0.9141414141414141,bndl_8ys7ej,0.7327095741843719,1.0,innovative
cmp_o0hum1,prod_j6gfkj,0.9499078671792408,0.9819603126879134,0.012024048096192385,0.08887406021512284,0.8400000000000001,cust_rpoi04,basic,0.9411764705882353,flash_ez7x2v,0.9152542372881356,0.398989898989899,bndl_8awihf,0.2871588585652058,1.0,durable
cmp_xfpt45,prod_6uo8u4,0.09972829858427988,0.5261575466025256,0.08517034068136273,0.8760189536309997,0.3377777777777778,cust_y5go58,premium,0.6764705882352942,flash_26x2j4,0.9830508474576272,0.5555555555555556,bndl_rnkyef,0.42772690905858296,0.6666666666666666,affordable
cmp_vezfh2,prod_2qexao,0.2122034724204578,0.21687712968530767,0.8006012024048096,0.505037051986926,0.5911111111111111,cust_zufg0q,basic,0.9411764705882353,flash_jxoz0r,0.6271186440677966,1.0,bndl_82j229,0.2779358165170237,1.0,durable
cmp_33o4nf,prod_r33xwf,0.2946347202853219,0.6742834235317698,0.22745490981963928,0.4121874324161475,0.07333333333333332,cust_8y4ntv,basic,0.9705882352941176,flash_0vujbh,0.7796610169491526,0.16666666666666666,bndl_xkk1hu,0.7874699973330962,0.0,stylish
cmp_7hmrqw,prod_dx62if,0.4782415631447707,0.25255562236921225,0.6492985971943888,0.24423744908830425,0.07555555555555554,cust_qtr48i,standard,0.6470588235294118,flash_uvey3s,0.05084745762711865,0.9343434343434344,bndl_9yqsgl,0.8504978220286247,0.0,stylish
cmp_34hq5u,prod_6ifphm,0.008069020927413156,0.9272399278412508,0.23446893787575152,0.6351103801827502,0.9955555555555556,cust_2ff5pb,premium,0.47058823529411764,flash_bjttug,0.7796610169491526,0.22727272727272727,bndl_wn28gt,0.569583963018935,0.0,stylish
cmp_k05zga,prod_ckav55,0.26383866079424734,0.5315694527961515,0.6593186372745491,0.06269246088204952,0.08444444444444445,cust_7tt8st,basic,0.7352941176470589,flash_ax41s3,0.06779661016949153,0.6666666666666666,bndl_9lf2ra,0.3927460218686105,0.0,innovative
cmp_1sk145,prod_zumb30,0.6869251799877938,0.5460012026458209,0.07715430861723446,0.1524025027326478,0.47333333333333333,cust_8bf8vz,standard,0.8529411764705882,flash_ontied,0.4915254237288136,0.37373737373737376,bndl_lx6bdw,0.2731576140101342,0.6666666666666666,stylish
cmp_uaicf2,prod_vgj9hy,0.796058682980469,0.6977350170374824,0.8847695390781564,0.1558735033317545,0.26,cust_ig0gpp,basic,0.3235294117647059,flash_pgwpkx,0.559322033898305,0.2474747474747475,bndl_3ypmzm,0.7811138767890479,1.0,durable
cmp_vokfbg,prod_io9u49,0.8269175717824878,0.9114050912006414,0.5571142284569138,0.6398222215757405,0.3533333333333333,cust_tayze3,basic,0.058823529411764705,flash_qokuvx,0.01694915254237288,0.40404040404040403,bndl_tjyxp4,0.25500044448395415,0.3333333333333333,innovative
cmp_dwzu4i,prod_cj1ucj,0.052585506954760275,0.8105832832230908,0.2625250501002004,0.9869736969833245,0.2711111111111111,cust_u90byz,premium,0.2647058823529412,flash_l6awfg,0.9661016949152542,0.5202020202020202,bndl_9qbfi7,0.30602720241799275,0.6666666666666666,affordable
cmp_qh0smn,prod_eqn94w,0.4962505447058831,0.9917819202244939,0.33867735470941884,0.2446436214126453,0.02888888888888889,cust_n9o07r,standard,0.5588235294117647,flash_0dlk7e,0.1694915254237288,0.4444444444444444,bndl_bmrpbw,0.6837718908347409,0.0,innovative
cmp_hg0fwb,prod_c89ln8,0.838899788057138,0.9873722188815394,0.6152304609218436,0.36613904669607955,0.8177777777777777,cust_stii9e,premium,0.8235294117647058,flash_6nvh0l,0.5254237288135594,0.7525252525252525,bndl_8yn0ro,0.6233220730731621,0.3333333333333333,durable
cmp_xrcf12,prod_ift52g,0.6582065282280377,0.41892162758067747,0.49799599198396793,0.2249732038390103,0.8400000000000001,cust_jqe7hq,basic,0.2647058823529412,flash_4yeoxb,0.22033898305084745,0.15151515151515152,bndl_69hrla,0.1787714463507867,1.0,durable
cmp_v2akal,prod_4b248i,0.08315873451666583,0.18701142513529764,0.9188376753507014,0.7820856691272366,0.07333333333333332,cust_3a75qt,basic,0.7941176470588235,flash_lfbzlr,0.3559322033898305,0.8737373737373737,bndl_o4qh20,0.9975997866477019,0.0,affordable
cmp_8w7haw,prod_doyjqe,0.9541810684174832,0.9134095009019844,0.15831663326653306,0.07579119005056598,0.4444444444444444,cust_yhyqah,standard,0.4117647058823529,flash_61ibxi,0.1016949152542373,0.7626262626262627,bndl_r5wafx,0.6562805582718464,1.0,durable
cmp_o00vbq,prod_estqdi,0.5079784133841383,0.8210062136700742,0.1402805611222445,0.9108133052800685,0.9400000000000001,cust_7anl3m,standard,0.6764705882352942,flash_xsjchq,0.2542372881355932,0.5959595959595959,bndl_1ibbh3,0.745821850831185,0.0,affordable
cmp_bspefe,prod_8fi3ur,0.6871201326728782,0.7225896973341351,0.11422845691382766,0.09236748564785394,0.46444444444444444,cust_1y2f2f,premium,0.058823529411764705,flash_vjecrz,0.9322033898305084,0.05555555555555555,bndl_9szzka,0.22204195928526976,0.3333333333333333,durable
cmp_y8p901,prod_18n765,0.5192614262980869,0.03407496492283023,0.11623246492985972,0.15148338759233956,0.9977777777777779,cust_z13gei,standard,0.8235294117647058,flash_5is8z8,0.7627118644067796,0.030303030303030304,bndl_tl33my,0.9818428304738198,0.3333333333333333,stylish
cmp_xah490,prod_ivm6yz,0.3424284316571645,0.6251753858488676,0.29158316633266534,0.8881420005113266,0.58,cust_km3rew,premium,0.7941176470588235,flash_z3luwf,0.3220338983050847,0.5606060606060606,bndl_7jvk8r,0.5724286603253622,0.6666666666666666,stylish
cmp_77kvy3,prod_33cof6,0.8327275658450168,0.8003607937462417,0.2605210420841683,0.3443349365069119,0.19111111111111112,cust_84mt33,premium,0.9411764705882353,flash_6ecq4z,0.05084745762711865,0.7272727272727273,bndl_hmmi49,0.6032536225442261,0.6666666666666666,stylish
cmp_8bnpeg,prod_dk5iyh,0.2550589211661847,0.3253156945279615,0.013026052104208416,0.8417673435633001,0.7311111111111112,cust_rs2n8c,basic,0.35294117647058826,flash_5x5x38,0.3728813559322034,0.45454545454545453,bndl_gqt8xa,0.19539514623522092,1.0,innovative
cmp_r907kh,prod_w9i9lc,0.6495847709831213,0.982361194628182,0.24949899799599198,0.908380412857349,0.3911111111111111,cust_qjl4e0,standard,0.35294117647058826,flash_9ezadb,0.4406779661016949,0.06060606060606061,bndl_jsm4js,0.8964574628855898,0.3333333333333333,innovative
cmp_6zowir,prod_0hog0c,0.6658363500493645,0.3371417117658849,0.9949899799599199,0.5725231746008657,0.7977777777777777,cust_k25tuu,basic,0.17647058823529413,flash_h604tm,0.1694915254237288,0.7222222222222222,bndl_1d78g9,0.31036092097075296,0.0,stylish
cmp_yivjtm,prod_n9m17f,0.2853650736507002,0.1318901583483664,0.8627254509018036,0.28636563044742896,0.13333333333333336,cust_911tpp,standard,0.6176470588235294,flash_4w6ja3,0.01694915254237288,0.29292929292929293,bndl_abjq39,0.4484843097164192,0.3333333333333333,innovative
cmp_d305w1,prod_fpirbg,0.28099389101114586,0.4710362798155943,0.687374749498998,0.955026390089678,0.8955555555555557,cust_ozinp5,standard,0.7647058823529411,flash_pmr31n,0.3728813559322034,0.696969696969697,bndl_ov6dy6,0.019379500400035554,1.0,affordable
cmp_1fwrgb,prod_3bjior,0.6977837415117297,0.11224694327520546,0.1813627254509018,0.30454873608284017,0.9844444444444443,cust_2t8cel,standard,0.08823529411764706,flash_rawzhy,0.4067796610169492,0.6111111111111112,bndl_7out8n,0.2424882211752156,1.0,stylish
cmp_op2mi7,prod_mldt6r,0.8794279259923244,0.15894968931649628,0.9959919839679359,0.8696871705405567,0.6311111111111111,cust_1m4fzd,basic,0.058823529411764705,flash_h1lh2m,0.01694915254237288,0.4595959595959596,bndl_jdjf8w,0.3929015912525558,0.6666666666666666,durable
cmp_0kpfql,prod_67aqdn,0.713641778784663,0.5806774904790539,0.8587174348697395,0.5088054341634662,0.7022222222222223,cust_njn6k7,standard,0.7941176470588235,flash_05vcye,0.13559322033898305,0.06565656565656566,bndl_708jqe,0.16572584229709306,0.6666666666666666,stylish
cmp_iwgz64,prod_tonoet,0.10592536968786763,0.24754459811585489,0.374749498997996,0.5995087345232031,0.7355555555555555,cust_0y86qf,standard,0.8235294117647058,flash_c0wgu1,0.0,0.30303030303030304,bndl_0ltq5f,0.9786203218063828,0.3333333333333333,durable
cmp_dpszgr,prod_4sqglm,0.7323416807426546,0.8065744638204049,0.8106212424849699,0.9869872326937105,0.8533333333333333,cust_sns21e,basic,0.38235294117647056,flash_gdf2go,0.6101694915254238,0.2828282828282828,bndl_1woast,0.37741132545115125,0.3333333333333333,durable
cmp_wpm2rm,prod_jvx5wh,0.9586328584366735,0.16496291842052516,0.15831663326653306,0.047218820617392035,0.7622222222222222,cust_du4ght,premium,0.29411764705882354,flash_y0mi9w,0.3220338983050847,0.10101010101010101,bndl_kko1at,0.2011289892434883,0.0,stylish
cmp_nugz20,prod_mnt2mc,0.3880243292870046,0.6933253156945279,0.43286573146292584,0.5893635175634429,0.8955555555555557,cust_f4zgka,basic,0.6176470588235294,flash_xihphm,0.6610169491525424,0.23737373737373738,bndl_4e9jrg,0.5423815450262245,0.6666666666666666,innovative
cmp_vxpj0b,prod_s91nxa,0.48820637266993666,0.8192022449388655,0.3717434869739479,0.6615066316394805,0.6377777777777778,cust_79pw52,basic,0.23529411764705882,flash_txlexi,0.9830508474576272,0.6868686868686869,bndl_p0aipz,0.36741043648324295,0.6666666666666666,innovative
cmp_80p7fb,prod_l9kk0u,0.6114496014985297,0.4888755261575466,0.22745490981963928,0.9516223609531524,0.031111111111111114,cust_cqypl9,basic,0.058823529411764705,flash_9kgs0m,0.5932203389830508,0.5606060606060606,bndl_0hjfyj,0.368566094763979,0.0,affordable
cmp_ug69jc,prod_p8t58w,0.6384540837940985,0.5896973341350972,0.19438877755511022,0.04572393272186267,0.8444444444444444,cust_crqpv3,standard,0.8529411764705882,flash_r0v3wo,0.5084745762711864,0.7929292929292929,bndl_10g4o1,0.9172148635434261,0.6666666666666666,durable
cmp_6we8w6,prod_w55r88,0.8947946420941435,0.13489677290038085,0.025050100200400802,0.8299491532049482,0.006666666666666672,cust_f46ucr,premium,0.029411764705882353,flash_kx9my9,0.7288135593220338,0.4898989898989899,bndl_zz3rq2,0.7500444483954128,1.0,innovative
cmp_52f4wr,prod_jx5jg5,0.07218724185183636,0.33293245139306477,0.6282565130260521,0.8849024201547132,0.4911111111111111,cust_csdsro,basic,0.11764705882352941,flash_fnxan6,0.6610169491525424,0.6313131313131313,bndl_r1ndoi,0.4555071561916615,0.6666666666666666,affordable
cmp_hezce3,prod_8qbu4y,0.987218780751766,0.6095409901783925,0.7384769539078156,0.9524828886902977,0.5911111111111111,cust_7a1m6n,standard,0.7352941176470589,flash_cbdlrc,0.6949152542372882,0.6060606060606061,bndl_7a69ib,0.18132722908702995,1.0,innovative
cmp_gnset5,prod_94zrfo,0.9051204676278541,0.569252355181399,0.4438877755511022,0.8165606184163037,0.8355555555555555,cust_64bc7s,basic,0.38235294117647056,flash_d1bti1,0.23728813559322035,0.22727272727272727,bndl_pc5b8a,0.7294648413192284,0.0,innovative
